FROM_STOP_ID,TO_STOP_ID,TRAVEL_TIME
STP67306,STP64718,20
STP67306,STP65581,463
STP67306,STP65701,20
STP67306,STP66082,30
STP67306,STP66121,415
STP67306,STP66273,404
STP67306,STP66307,466
STP67306,STP66419,31
STP67306,STP66572,426
STP67306,STP66649,6
STP67306,STP66756,47
STP67306,STP67121,391
STP67306,STP67261,485
STP67306,STP67306,0
STP67306,STP67469,417
STP67306,STP67588,401
STP67306,STP67689,15
STP67306,STP67850,448
STP67306,STP67867,13
STP67306,STP67872,475
STP67306,STP67962,33
STP67306,STP68012,6
STP67306,STP68071,467
STP67306,STP68310,23
STP67306,STP68366,13
STP67306,STP68418,412
STP67306,STP68482,465
STP67306,STP68587,51
STP67306,STP68664,467
STP67306,STP68791,455
STP67306,STP68814,466
STP67306,STP68816,422
STP67306,STP68819,35
STP67306,STP68855,417
STP67306,STP68973,460
STP67306,STP69025,418
STP67306,STP69112,471
STP67306,STP69122,401
STP67306,STP69214,20
STP67306,STP69217,43
STP67306,STP69242,34
STP67306,STP69244,463
STP67306,STP69273,48
STP67306,STP69281,412
STP67306,STP69288,469
STP67306,STP69307,404
STP67306,STP69310,14
STP67306,STP69339,23
STP67306,STP69342,396
STP67306,STP69343,54
STP67306,STP69350,466
STP67306,STP69424,30
STP67306,STP69459,421
STP67306,STP69504,462
STP67306,STP69538,11
STP67306,STP69545,11
STP67306,STP69566,34
STP67306,STP69567,462
STP67306,STP69584,29
STP67306,STP69593,470
STP67306,STP69598,37
STP67306,STP69604,37
STP67306,STP69612,39
STP67306,STP69621,12
STP67306,STP69625,44
STP67306,STP69650,30
STP67306,STP69661,40
STP67306,STP69664,400
STP67306,STP69668,458
STP67306,STP69677,405
STP67306,STP69710,471
STP67306,STP69715,25
STP67306,STP69759,407
STP67306,STP69795,25
STP67306,STP69799,35
STP67306,STP69824,457
STP67306,STP69828,423
STP67306,STP69835,467
STP67306,STP69842,31
STP67306,STP69846,458
STP67306,STP69857,471
STP67306,STP69873,18
STP67306,STP69890,399
STP67306,STP69892,423
STP67306,STP69894,11
STP67306,STP69898,8
STP67306,STP69910,50
STP67306,STP69921,391
STP67306,STP69923,28
STP67306,STP69927,411
STP67306,STP69934,39
STP67306,STP69940,39
STP67306,STP69943,45
STP67306,STP69946,392
STP67306,STP69963,21
STP67306,STP69964,462
STP67306,STP69973,464
STP67306,STP69984,28
STP67306,STP69989,411
STP67306,STP70001,473
STP67306,STP70008,480
STP67306,STP70024,17
STP67306,STP70026,478
STP67306,STP70030,49
STP67306,STP70055,17
STP67306,STP70067,22
STP67306,STP70072,479
STP67306,STP70073,16
STP67306,STP70076,420
STP67306,STP70082,419
STP67306,STP70102,44
STP67306,STP70122,48
STP67306,STP70144,14
STP67306,STP70151,475
STP67306,STP70173,16
STP67306,STP70178,467
STP67306,STP70189,467
STP67306,STP70197,18
STP67306,STP70200,40
STP67306,STP70202,32
STP67306,STP70203,31
STP67306,STP70206,31
STP67306,STP70208,40
STP67306,STP70211,459
STP67306,STP70227,24
STP67306,STP70228,26
STP67306,STP70240,45
STP67306,STP70252,408
STP67306,STP70255,52
STP67306,STP70258,453
STP67306,STP70259,452
STP67306,STP70261,453
STP67306,STP70265,421
STP67306,STP70267,465
STP67306,STP70274,464
STP67306,STP70275,53
STP67306,STP70277,14
STP67306,STP70286,473
STP67306,STP70301,39
STP67306,STP70309,396
STP67306,STP70311,456
STP67306,STP70326,404
STP67306,STP70335,469
STP67306,STP70336,75
STP67306,STP70348,452
STP67306,STP70355,36
STP67306,STP70359,24
STP67306,STP70366,39
STP67306,STP70387,25
STP67306,STP70390,486
STP67306,STP70398,425
STP67306,STP70400,26
STP67306,STP70406,24
STP67306,STP70412,470
STP67306,STP70415,458
STP67306,STP70434,405
STP67306,STP70446,465
STP67306,STP70451,23
STP67306,STP70488,421
STP67306,STP70489,467
STP67306,STP70495,398
STP67306,STP70498,452
STP67306,STP70501,400
STP67306,STP70503,474
STP67306,STP70506,29
STP67306,STP70513,468
STP67306,STP70525,47
STP67306,STP70529,463
STP67306,STP70533,466
STP67306,STP70535,13
STP67306,STP70539,14
STP67306,STP70565,43
STP67306,STP70566,26
STP67306,STP70573,12
STP67306,STP70598,40
STP67306,STP70611,453
STP67306,STP70628,460
STP67306,STP70644,473
STP67306,STP70664,29
STP67306,STP70674,17
STP67306,STP70679,459
STP67306,STP70687,399
STP67306,STP70693,459
STP67306,STP70728,29
STP67469,DEP10001,152
STP67469,DEP10022,470
STP67469,DEP25005,448
STP67469,DEP35024,39
STP67469,DEP45024,152
STP67469,DEP50002,39
STP67469,STP62369,430
STP67469,STP62829,37
STP67469,STP63844,441
STP67469,STP63889,452
STP67469,STP64338,27
STP67469,STP64718,445
STP67469,STP65581,165
STP67469,STP65701,445
STP67469,STP66082,455
STP67469,STP66121,3
STP67469,STP66273,25
STP67469,STP66307,186
STP67469,STP66419,447
STP67469,STP66572,36
STP67469,STP66649,432
STP67469,STP66756,457
STP67469,STP67121,31
STP67469,STP67261,146
STP67469,STP67306,430
STP67469,STP67469,0
STP67469,STP67588,26
STP67469,STP67689,440
STP67469,STP67850,158
STP67469,STP67867,438
STP67469,STP67872,156
STP67469,STP67962,458
STP67469,STP68012,431
STP67469,STP68071,142
STP67469,STP68310,448
STP67469,STP68366,441
STP67469,STP68418,28
STP67469,STP68482,149
STP67469,STP68587,464
STP67469,STP68664,148
STP67469,STP68791,154
STP67469,STP68814,163
STP67469,STP68816,29
STP67469,STP68819,450
STP67469,STP68855,38
STP67469,STP68973,149
STP67469,STP69025,31
STP67469,STP69112,153
STP67469,STP69122,13
STP67469,STP69214,444
STP67469,STP69217,468
STP67469,STP69242,458
STP67469,STP69244,155
STP67469,STP69273,466
STP67469,STP69281,29
STP67469,STP69288,153
STP67469,STP69307,41
STP67469,STP69310,438
STP67469,STP69339,448
STP67469,STP69342,19
STP67469,STP69343,459
STP67469,STP69350,144
STP67469,STP69424,454
STP67469,STP69459,28
STP67469,STP69504,164
STP67469,STP69538,441
STP67469,STP69545,436
STP67469,STP69566,458
STP67469,STP69567,145
STP67469,STP69584,454
STP67469,STP69593,155
STP67469,STP69598,462
STP67469,STP69604,461
STP67469,STP69612,464
STP67469,STP69621,437
STP67469,STP69625,465
STP67469,STP69650,455
STP67469,STP69661,458
STP67469,STP69664,32
STP67469,STP69668,154
STP67469,STP69677,14
STP67469,STP69710,153
STP67469,STP69715,450
STP67469,STP69759,23
STP67469,STP69795,449
STP67469,STP69799,460
STP67469,STP69824,153
STP67469,STP69828,34
STP67469,STP69835,157
STP67469,STP69842,456
STP67469,STP69846,152
STP67469,STP69857,153
STP67469,STP69873,443
STP67469,STP69890,16
STP67469,STP69892,30
STP67469,STP69894,441
STP67469,STP69898,435
STP67469,STP69910,452
STP67469,STP69921,27
STP67469,STP69923,443
STP67469,STP69927,20
STP67469,STP69934,452
STP67469,STP69940,464
STP67469,STP69943,454
STP67469,STP69946,21
STP67469,STP69963,446
STP67469,STP69964,159
STP67469,STP69973,166
STP67469,STP69984,451
STP67469,STP69989,27
STP67469,STP70001,154
STP67469,STP70008,153
STP67469,STP70024,432
STP67469,STP70026,154
STP67469,STP70030,458
STP67469,STP70055,441
STP67469,STP70067,447
STP67469,STP70072,154
STP67469,STP70073,441
STP67469,STP70076,29
STP67469,STP70082,4
STP67469,STP70102,466
STP67469,STP70122,453
STP67469,STP70144,440
STP67469,STP70151,172
STP67469,STP70173,440
STP67469,STP70178,157
STP67469,STP70189,154
STP67469,STP70197,442
STP67469,STP70200,465
STP67469,STP70202,451
STP67469,STP70203,455
STP67469,STP70206,457
STP67469,STP70208,464
STP67469,STP70211,155
STP67469,STP70227,448
STP67469,STP70228,450
STP67469,STP70240,464
STP67469,STP70252,25
STP67469,STP70255,462
STP67469,STP70258,153
STP67469,STP70259,154
STP67469,STP70261,153
STP67469,STP70265,4
STP67469,STP70267,162
STP67469,STP70274,151
STP67469,STP70275,457
STP67469,STP70277,439
STP67469,STP70286,158
STP67469,STP70301,463
STP67469,STP70309,19
STP67469,STP70311,159
STP67469,STP70326,22
STP67469,STP70335,154
STP67469,STP70336,485
STP67469,STP70348,158
STP67469,STP70355,461
STP67469,STP70359,441
STP67469,STP70366,464
STP67469,STP70387,448
STP67469,STP70390,167
STP67469,STP70398,37
STP67469,STP70400,443
STP67469,STP70406,449
STP67469,STP70412,143
STP67469,STP70415,152
STP67469,STP70434,39
STP67469,STP70446,146
STP67469,STP70451,448
STP67469,STP70488,29
STP67469,STP70489,153
STP67469,STP70495,38
STP67469,STP70498,155
STP67469,STP70501,14
STP67469,STP70503,137
STP67469,STP70506,454
STP67469,STP70513,149
STP67469,STP70525,460
STP67469,STP70529,155
STP67469,STP70533,144
STP67469,STP70535,437
STP67469,STP70539,441
STP67469,STP70565,448
STP67469,STP70566,448
STP67469,STP70573,436
STP67469,STP70598,464
STP67469,STP70611,158
STP67469,STP70628,161
STP67469,STP70644,155
STP67469,STP70664,454
STP67469,STP70674,442
STP67469,STP70679,155
STP67469,STP70687,31
STP67469,STP70693,153
STP67469,STP70728,454
STP67588,DEP10001,148
STP67588,DEP10022,455
STP67588,DEP25005,433
STP67588,DEP35024,46
STP67588,DEP45024,148
STP67588,DEP50002,46
STP67588,STP62369,419
STP67588,STP62829,45
STP67588,STP63844,432
STP67588,STP63889,437
STP67588,STP64338,41
STP67588,STP64718,430
STP67588,STP65581,160
STP67588,STP65701,430
STP67588,STP66082,440
STP67588,STP66121,24
STP67588,STP66273,27
STP67588,STP66307,187
STP67588,STP66419,439
STP67588,STP66572,50
STP67588,STP66649,417
STP67588,STP66756,442
STP67588,STP67121,13
STP67588,STP67261,141
STP67588,STP67306,415
STP67588,STP67469,26
STP67588,STP67588,0
STP67588,STP67689,425
STP67588,STP67850,153
STP67588,STP67867,423
STP67588,STP67872,151
STP67588,STP67962,443
STP67588,STP68012,416
STP67588,STP68071,140
STP67588,STP68310,433
STP67588,STP68366,426
STP67588,STP68418,36
STP67588,STP68482,145
STP67588,STP68587,449
STP67588,STP68664,143
STP67588,STP68791,150
STP67588,STP68814,158
STP67588,STP68816,43
STP67588,STP68819,435
STP67588,STP68855,48
STP67588,STP68973,144
STP67588,STP69025,43
STP67588,STP69112,148
STP67588,STP69122,18
STP67588,STP69214,429
STP67588,STP69217,453
STP67588,STP69242,444
STP67588,STP69244,151
STP67588,STP69273,451
STP67588,STP69281,33
STP67588,STP69288,148
STP67588,STP69307,41
STP67588,STP69310,429
STP67588,STP69339,433
STP67588,STP69342,18
STP67588,STP69343,450
STP67588,STP69350,139
STP67588,STP69424,439
STP67588,STP69459,42
STP67588,STP69504,159
STP67588,STP69538,432
STP67588,STP69545,421
STP67588,STP69566,444
STP67588,STP69567,141
STP67588,STP69584,439
STP67588,STP69593,150
STP67588,STP69598,447
STP67588,STP69604,447
STP67588,STP69612,449
STP67588,STP69621,422
STP67588,STP69625,450
STP67588,STP69650,440
STP67588,STP69661,447
STP67588,STP69664,36
STP67588,STP69668,149
STP67588,STP69677,25
STP67588,STP69710,148
STP67588,STP69715,435
STP67588,STP69759,29
STP67588,STP69795,434
STP67588,STP69799,445
STP67588,STP69824,148
STP67588,STP69828,48
STP67588,STP69835,152
STP67588,STP69842,441
STP67588,STP69846,147
STP67588,STP69857,148
STP67588,STP69873,428
STP67588,STP69890,19
STP67588,STP69892,44
STP67588,STP69894,426
STP67588,STP69898,420
STP67588,STP69910,437
STP67588,STP69921,17
STP67588,STP69923,435
STP67588,STP69927,32
STP67588,STP69934,437
STP67588,STP69940,449
STP67588,STP69943,439
STP67588,STP69946,15
STP67588,STP69963,431
STP67588,STP69964,154
STP67588,STP69973,161
STP67588,STP69984,436
STP67588,STP69989,32
STP67588,STP70001,149
STP67588,STP70008,149
STP67588,STP70024,422
STP67588,STP70026,149
STP67588,STP70030,443
STP67588,STP70055,426
STP67588,STP70067,432
STP67588,STP70072,149
STP67588,STP70073,432
STP67588,STP70076,43
STP67588,STP70082,28
STP67588,STP70102,451
STP67588,STP70122,438
STP67588,STP70144,426
STP67588,STP70151,167
STP67588,STP70173,426
STP67588,STP70178,153
STP67588,STP70189,149
STP67588,STP70197,434
STP67588,STP70200,450
STP67588,STP70202,440
STP67588,STP70203,440
STP67588,STP70206,442
STP67588,STP70208,450
STP67588,STP70211,151
STP67588,STP70227,433
STP67588,STP70228,436
STP67588,STP70240,456
STP67588,STP70252,29
STP67588,STP70255,447
STP67588,STP70258,148
STP67588,STP70259,149
STP67588,STP70261,148
STP67588,STP70265,29
STP67588,STP70267,157
STP67588,STP70274,146
STP67588,STP70275,443
STP67588,STP70277,430
STP67588,STP70286,154
STP67588,STP70301,454
STP67588,STP70309,18
STP67588,STP70311,155
STP67588,STP70326,26
STP67588,STP70335,149
STP67588,STP70336,470
STP67588,STP70348,153
STP67588,STP70355,446
STP67588,STP70359,433
STP67588,STP70366,455
STP67588,STP70387,439
STP67588,STP70390,162
STP67588,STP70398,51
STP67588,STP70400,434
STP67588,STP70406,434
STP67588,STP70412,138
STP67588,STP70415,148
STP67588,STP70434,47
STP67588,STP70446,141
STP67588,STP70451,439
STP67588,STP70488,42
STP67588,STP70489,148
STP67588,STP70495,38
STP67588,STP70498,150
STP67588,STP70501,14
STP67588,STP70503,132
STP67588,STP70506,439
STP67588,STP70513,144
STP67588,STP70525,445
STP67588,STP70529,151
STP67588,STP70533,139
STP67588,STP70535,422
STP67588,STP70539,426
STP67588,STP70565,433
STP67588,STP70566,439
STP67588,STP70573,422
STP67588,STP70598,450
STP67588,STP70611,153
STP67588,STP70628,157
STP67588,STP70644,151
STP67588,STP70664,439
STP67588,STP70674,427
STP67588,STP70679,150
STP67588,STP70687,31
STP67588,STP70693,148
STP67588,STP70728,439
STP67689,DEP10001,480
STP67689,DEP10022,32
STP67689,DEP25005,15
STP67689,DEP35024,422
STP67689,DEP45024,480
STP67689,DEP50002,422
STP67689,STP62369,26
STP67689,STP62829,430
STP67689,STP63844,45
STP67689,STP63889,20
STP67689,STP64338,430
STP67689,STP64718,9
STP67689,STP65581,473
STP67689,STP65701,14
STP67689,STP66082,18
STP67689,STP66121,425
STP67689,STP66273,414
STP67689,STP66307,476
STP67689,STP66419,36
STP67689,STP66572,436
STP67689,STP66649,14
STP67689,STP66756,36
STP67689,STP67121,401
STP67689,STP67261,496
STP67689,STP67306,15
STP67689,STP67469,427
STP67689,STP67588,411
STP67689,STP67689,0
STP67689,STP67850,458
STP67689,STP67867,4
STP67689,STP67872,485
STP67689,STP67962,22
STP67689,STP68012,12
STP67689,STP68071,478
STP67689,STP68310,11
STP67689,STP68366,8
STP67689,STP68418,422
STP67689,STP68482,475
STP67689,STP68587,40
STP67689,STP68664,477
STP67689,STP68791,465
STP67689,STP68814,476
STP67689,STP68816,432
STP67689,STP68819,24
STP67689,STP68855,427
STP67689,STP68973,470
STP67689,STP69025,428
STP67689,STP69112,481
STP67689,STP69122,412
STP67689,STP69214,17
STP67689,STP69217,32
STP67689,STP69242,22
STP67689,STP69244,474
STP67689,STP69273,37
STP67689,STP69281,422
STP67689,STP69288,479
STP67689,STP69307,414
STP67689,STP69310,18
STP67689,STP69339,12
STP67689,STP69342,406
STP67689,STP69343,45
STP67689,STP69350,476
STP67689,STP69424,18
STP67689,STP69459,431
STP67689,STP69504,472
STP67689,STP69538,21
STP67689,STP69545,10
STP67689,STP69566,23
STP67689,STP69567,472
STP67689,STP69584,16
STP67689,STP69593,481
STP67689,STP69598,24
STP67689,STP69604,25
STP67689,STP69612,28
STP67689,STP69621,18
STP67689,STP69625,30
STP67689,STP69650,19
STP67689,STP69661,28
STP67689,STP69664,411
STP67689,STP69668,468
STP67689,STP69677,415
STP67689,STP69710,481
STP67689,STP69715,14
STP67689,STP69759,418
STP67689,STP69795,18
STP67689,STP69799,23
STP67689,STP69824,467
STP67689,STP69828,433
STP67689,STP69835,477
STP67689,STP69842,18
STP67689,STP69846,468
STP67689,STP69857,482
STP67689,STP69873,3
STP67689,STP69890,409
STP67689,STP69892,433
STP67689,STP69894,21
STP67689,STP69898,16
STP67689,STP69910,25
STP67689,STP69921,401
STP67689,STP69923,33
STP67689,STP69927,421
STP67689,STP69934,27
STP67689,STP69940,29
STP67689,STP69943,34
STP67689,STP69946,403
STP67689,STP69963,11
STP67689,STP69964,473
STP67689,STP69973,474
STP67689,STP69984,19
STP67689,STP69989,421
STP67689,STP70001,484
STP67689,STP70008,490
STP67689,STP70024,23
STP67689,STP70026,489
STP67689,STP70030,29
STP67689,STP70055,2
STP67689,STP70067,20
STP67689,STP70072,489
STP67689,STP70073,18
STP67689,STP70076,430
STP67689,STP70082,430
STP67689,STP70102,31
STP67689,STP70122,32
STP67689,STP70144,7
STP67689,STP70151,485
STP67689,STP70173,1
STP67689,STP70178,477
STP67689,STP70189,477
STP67689,STP70197,20
STP67689,STP70200,29
STP67689,STP70202,24
STP67689,STP70203,19
STP67689,STP70206,20
STP67689,STP70208,28
STP67689,STP70211,470
STP67689,STP70227,15
STP67689,STP70228,14
STP67689,STP70240,29
STP67689,STP70252,419
STP67689,STP70255,41
STP67689,STP70258,463
STP67689,STP70259,462
STP67689,STP70261,463
STP67689,STP70265,431
STP67689,STP70267,475
STP67689,STP70274,474
STP67689,STP70275,44
STP67689,STP70277,19
STP67689,STP70286,484
STP67689,STP70301,28
STP67689,STP70309,407
STP67689,STP70311,466
STP67689,STP70326,414
STP67689,STP70335,480
STP67689,STP70336,63
STP67689,STP70348,462
STP67689,STP70355,25
STP67689,STP70359,28
STP67689,STP70366,28
STP67689,STP70387,20
STP67689,STP70390,496
STP67689,STP70398,435
STP67689,STP70400,30
STP67689,STP70406,13
STP67689,STP70412,481
STP67689,STP70415,468
STP67689,STP70434,415
STP67689,STP70446,475
STP67689,STP70451,20
STP67689,STP70488,431
STP67689,STP70489,478
STP67689,STP70495,409
STP67689,STP70498,462
STP67689,STP70501,410
STP67689,STP70503,484
STP67689,STP70506,18
STP67689,STP70513,478
STP67689,STP70525,36
STP67689,STP70529,474
STP67689,STP70533,476
STP67689,STP70535,4
STP67689,STP70539,20
STP67689,STP70565,31
STP67689,STP70566,23
STP67689,STP70573,7
STP67689,STP70598,28
STP67689,STP70611,463
STP67689,STP70628,470
STP67689,STP70644,483
STP67689,STP70664,18
STP67689,STP70674,2
STP67689,STP70679,469
STP67689,STP70687,409
STP67689,STP70693,469
STP67689,STP70728,16
STP67850,DEP10001,28
STP67850,DEP10022,496
STP67850,DEP25005,474
STP67850,DEP35024,136
STP67850,DEP45024,28
STP67850,DEP50002,136
STP67850,STP62369,462
STP67850,STP62829,142
STP67850,STP63844,468
STP67850,STP63889,481
STP67850,STP64338,143
STP67850,STP64718,473
STP67850,STP65581,23
STP67850,STP65701,477
STP67850,STP66082,482
STP67850,STP66121,157
STP67850,STP66273,140
STP67850,STP66307,24
STP67850,STP66419,475
STP67850,STP66572,143
STP67850,STP66649,459
STP67850,STP66756,482
STP67850,STP67121,146
STP67850,STP67261,42
STP67850,STP67306,458
STP67850,STP67469,156
STP67850,STP67588,152
STP67850,STP67689,467
STP67850,STP67850,0
STP67850,STP67867,466
STP67850,STP67872,31
STP67850,STP67962,486
STP67850,STP68012,458
STP67850,STP68071,24
STP67850,STP68310,475
STP67850,STP68366,467
STP67850,STP68418,134
STP67850,STP68482,24
STP67850,STP68587,490
STP67850,STP68664,23
STP67850,STP68791,14
STP67850,STP68814,26
STP67850,STP68816,143
STP67850,STP68819,477
STP67850,STP68855,141
STP67850,STP68973,19
STP67850,STP69025,140
STP67850,STP69112,29
STP67850,STP69122,148
STP67850,STP69214,470
STP67850,STP69217,495
STP67850,STP69242,486
STP67850,STP69244,23
STP67850,STP69273,491
STP67850,STP69281,137
STP67850,STP69288,29
STP67850,STP69307,126
STP67850,STP69310,466
STP67850,STP69339,476
STP67850,STP69342,142
STP67850,STP69343,487
STP67850,STP69350,22
STP67850,STP69424,482
STP67850,STP69459,146
STP67850,STP69504,22
STP67850,STP69538,469
STP67850,STP69545,463
STP67850,STP69566,486
STP67850,STP69567,19
STP67850,STP69584,480
STP67850,STP69593,30
STP67850,STP69598,488
STP67850,STP69604,489
STP67850,STP69612,491
STP67850,STP69621,464
STP67850,STP69625,496
STP67850,STP69650,482
STP67850,STP69661,491
STP67850,STP69664,133
STP67850,STP69668,17
STP67850,STP69677,146
STP67850,STP69710,28
STP67850,STP69715,477
STP67850,STP69759,140
STP67850,STP69795,475
STP67850,STP69799,487
STP67850,STP69824,13
STP67850,STP69828,146
STP67850,STP69835,27
STP67850,STP69842,483
STP67850,STP69846,14
STP67850,STP69857,29
STP67850,STP69873,471
STP67850,STP69890,145
STP67850,STP69892,143
STP67850,STP69894,467
STP67850,STP69898,463
STP67850,STP69910,478
STP67850,STP69921,138
STP67850,STP69923,471
STP67850,STP69927,139
STP67850,STP69934,477
STP67850,STP69940,492
STP67850,STP69943,480
STP67850,STP69946,139
STP67850,STP69963,471
STP67850,STP69964,17
STP67850,STP69973,24
STP67850,STP69984,476
STP67850,STP69989,136
STP67850,STP70001,30
STP67850,STP70008,36
STP67850,STP70024,471
STP67850,STP70026,35
STP67850,STP70030,484
STP67850,STP70055,467
STP67850,STP70067,473
STP67850,STP70072,35
STP67850,STP70073,468
STP67850,STP70076,142
STP67850,STP70082,155
STP67850,STP70102,496
STP67850,STP70122,480
STP67850,STP70144,468
STP67850,STP70151,35
STP67850,STP70173,468
STP67850,STP70178,27
STP67850,STP70189,27
STP67850,STP70197,470
STP67850,STP70200,493
STP67850,STP70202,489
STP67850,STP70203,484
STP67850,STP70206,484
STP67850,STP70208,492
STP67850,STP70211,16
STP67850,STP70227,476
STP67850,STP70228,478
STP67850,STP70240,497
STP67850,STP70252,136
STP67850,STP70255,484
STP67850,STP70258,10
STP67850,STP70259,8
STP67850,STP70261,10
STP67850,STP70265,153
STP67850,STP70267,25
STP67850,STP70274,24
STP67850,STP70275,483
STP67850,STP70277,466
STP67850,STP70286,33
STP67850,STP70301,489
STP67850,STP70309,143
STP67850,STP70311,13
STP67850,STP70326,140
STP67850,STP70335,29
STP67850,STP70336,513
STP67850,STP70348,9
STP67850,STP70355,489
STP67850,STP70359,469
STP67850,STP70366,491
STP67850,STP70387,476
STP67850,STP70390,42
STP67850,STP70398,142
STP67850,STP70400,470
STP67850,STP70406,477
STP67850,STP70412,27
STP67850,STP70415,15
STP67850,STP70434,124
STP67850,STP70446,22
STP67850,STP70451,478
STP67850,STP70488,143
STP67850,STP70489,27
STP67850,STP70495,132
STP67850,STP70498,8
STP67850,STP70501,147
STP67850,STP70503,30
STP67850,STP70506,481
STP67850,STP70513,25
STP67850,STP70525,486
STP67850,STP70529,23
STP67850,STP70533,22
STP67850,STP70535,463
STP67850,STP70539,467
STP67850,STP70565,476
STP67850,STP70566,475
STP67850,STP70573,464
STP67850,STP70598,492
STP67850,STP70611,11
STP67850,STP70628,19
STP67850,STP70644,31
STP67850,STP70664,481
STP67850,STP70674,468
STP67850,STP70679,15
STP67850,STP70687,131
STP67850,STP70693,15
STP67850,STP70728,480
STP67867,DEP10001,479
STP67867,DEP10022,35
STP67867,DEP25005,16
STP67867,DEP35024,421
STP67867,DEP45024,479
STP67867,DEP50002,421
STP67867,STP62369,24
STP67867,STP62829,429
STP67867,STP63844,44
STP67867,STP63889,22
STP67867,STP64338,428
STP67867,STP64718,11
STP67867,STP65581,472
STP67867,STP65701,16
STP67867,STP66082,21
STP67867,STP66121,424
STP67867,STP66273,413
STP67867,STP66307,475
STP67867,STP66419,35
STP67867,STP66572,435
STP67867,STP66649,12
STP67867,STP66756,38
STP67867,STP67121,400
STP67867,STP67261,494
STP67867,STP67306,13
STP67867,STP67469,426
STP67867,STP67588,410
STP67867,STP67689,3
STP67867,STP67850,457
STP67867,STP67867,0
STP67867,STP67872,484
STP67867,STP67962,24
STP67867,STP68012,11
STP67867,STP68071,476
STP67867,STP68310,14
STP67867,STP68366,10
STP67867,STP68418,421
STP67867,STP68482,474
STP67867,STP68587,41
STP67867,STP68664,476
STP67867,STP68791,464
STP67867,STP68814,475
STP67867,STP68816,431
STP67867,STP68819,38
STP67867,STP68855,426
STP67867,STP68973,469
STP67867,STP69025,427
STP67867,STP69112,480
STP67867,STP69122,410
STP67867,STP69214,18
STP67867,STP69217,34
STP67867,STP69242,24
STP67867,STP69244,472
STP67867,STP69273,39
STP67867,STP69281,421
STP67867,STP69288,478
STP67867,STP69307,413
STP67867,STP69310,17
STP67867,STP69339,14
STP67867,STP69342,405
STP67867,STP69343,47
STP67867,STP69350,475
STP67867,STP69424,20
STP67867,STP69459,430
STP67867,STP69504,471
STP67867,STP69538,20
STP67867,STP69545,7
STP67867,STP69566,25
STP67867,STP69567,471
STP67867,STP69584,20
STP67867,STP69593,479
STP67867,STP69598,27
STP67867,STP69604,27
STP67867,STP69612,30
STP67867,STP69621,14
STP67867,STP69625,32
STP67867,STP69650,21
STP67867,STP69661,30
STP67867,STP69664,409
STP67867,STP69668,466
STP67867,STP69677,414
STP67867,STP69710,480
STP67867,STP69715,16
STP67867,STP69759,416
STP67867,STP69795,20
STP67867,STP69799,26
STP67867,STP69824,466
STP67867,STP69828,432
STP67867,STP69835,476
STP67867,STP69842,21
STP67867,STP69846,467
STP67867,STP69857,480
STP67867,STP69873,6
STP67867,STP69890,407
STP67867,STP69892,432
STP67867,STP69894,20
STP67867,STP69898,14
STP67867,STP69910,41
STP67867,STP69921,400
STP67867,STP69923,32
STP67867,STP69927,420
STP67867,STP69934,40
STP67867,STP69940,30
STP67867,STP69943,36
STP67867,STP69946,401
STP67867,STP69963,13
STP67867,STP69964,471
STP67867,STP69973,473
STP67867,STP69984,21
STP67867,STP69989,420
STP67867,STP70001,482
STP67867,STP70008,489
STP67867,STP70024,22
STP67867,STP70026,487
STP67867,STP70030,37
STP67867,STP70055,4
STP67867,STP70067,22
STP67867,STP70072,488
STP67867,STP70073,20
STP67867,STP70076,429
STP67867,STP70082,428
STP67867,STP70102,32
STP67867,STP70122,34
STP67867,STP70144,7
STP67867,STP70151,484
STP67867,STP70173,3
STP67867,STP70178,476
STP67867,STP70189,476
STP67867,STP70197,21
STP67867,STP70200,31
STP67867,STP70202,26
STP67867,STP70203,21
STP67867,STP70206,22
STP67867,STP70208,30
STP67867,STP70211,468
STP67867,STP70227,11
STP67867,STP70228,16
STP67867,STP70240,30
STP67867,STP70252,417
STP67867,STP70255,43
STP67867,STP70258,462
STP67867,STP70259,461
STP67867,STP70261,462
STP67867,STP70265,430
STP67867,STP70267,474
STP67867,STP70274,473
STP67867,STP70275,46
STP67867,STP70277,17
STP67867,STP70286,482
STP67867,STP70301,29
STP67867,STP70309,405
STP67867,STP70311,465
STP67867,STP70326,413
STP67867,STP70335,478
STP67867,STP70336,66
STP67867,STP70348,461
STP67867,STP70355,27
STP67867,STP70359,28
STP67867,STP70366,30
STP67867,STP70387,22
STP67867,STP70390,495
STP67867,STP70398,434
STP67867,STP70400,29
STP67867,STP70406,15
STP67867,STP70412,479
STP67867,STP70415,467
STP67867,STP70434,414
STP67867,STP70446,474
STP67867,STP70451,21
STP67867,STP70488,430
STP67867,STP70489,476
STP67867,STP70495,407
STP67867,STP70498,461
STP67867,STP70501,409
STP67867,STP70503,483
STP67867,STP70506,20
STP67867,STP70513,477
STP67867,STP70525,37
STP67867,STP70529,472
STP67867,STP70533,475
STP67867,STP70535,1
STP67867,STP70539,20
STP67867,STP70565,33
STP67867,STP70566,25
STP67867,STP70573,5
STP67867,STP70598,30
STP67867,STP70611,462
STP67867,STP70628,469
STP67867,STP70644,482
STP67867,STP70664,20
STP67867,STP70674,4
STP67867,STP70679,467
STP67867,STP70687,408
STP67867,STP70693,468
STP67867,STP70728,20
STP67872,DEP10001,10
STP67872,DEP10022,524
